Core-index	Vocab-KO-Index	Sent-KO-Index	New-Opt-Voc-Index	Opt-Voc-Index	Opt-Sen-Index	"jlpt "	Vocab-expression	Vocab-kana	Vocab-meaning	Vocab-pos	Sentence-expression	Sentence-kana	Sentence-meaning	Vocab-furigana	Sentence-furigana	Sentence-Cloze
1463	0	263	1146	1163	658	JLPT4	マッチ	マッチ	match, matchbox	Noun	<b>マッチ</b>を持っていますか。	<b>まっち</b> を もって います か	Do you have a match?	マッチ	<b>マッチ</b>を 持[も]っていますか。	<b>（　）</b>を 持[も]っていますか。
1464	0	589	1150	1167	1221	JLPT0	従兄弟	いとこ	cousin	Noun	<b>従兄弟</b>と私は同じ年です。	<b>いとこ</b> と わたし は おなじ とし です	My cousin and I are the same age.	従兄弟[いとこ]	<b> 従兄弟[いとこ]</b>と 私[わたし]は 同[おな]じ 年[とし]です。	<b>（　）</b>と 私[わたし]は 同[おな]じ 年[とし]です。
1465	681	682	1434	1446	1288	JLPT2	冷やす	ひやす	cool, chill	Verb	頭を<b>冷やしなさい</b>。	あたま を <b>ひやしなさい</b>	Cool your head.	冷[ひ]やす	頭[あたま]を<b> 冷[ひ]やしなさい</b>。	頭[あたま]を<b>（　）</b>。
1466	808	809	1562	1574	1436	JLPT3	片付ける	かたづける	put in order, dispose of, do away with	Verb	早く部屋を<b>片付けなさい</b>。	はやく へや を <b>かたづけなさい</b>	Hurry up and clean up your room.	片付[かたづ]ける	早[はや]く 部屋[へや]を<b> 片付[かたづ]けなさい</b>。	早[はや]く 部屋[へや]を<b>（　）</b>。
1467	954	955	1683	1695	1569	JLPT2	乾杯	かんぱい	a toast	Verbal Noun	お二人の未来に<b>乾杯</b>しましょう。	おふたり の みらい に <b>かんぱい</b> しましょう	Let's drink a toast to the couple's future.	乾杯[かんぱい]	お 二人[ふたり]の 未来[みらい]に<b> 乾杯[かんぱい]</b>しましょう。	お 二人[ふたり]の 未来[みらい]に<b>（　）</b>しましょう。
1468	0	188	1155	1172	574	JLPT4	ストーブ	ストーブ	paraffin heater, stove	Noun	うちではまだ<b>ストーブ</b>を使っています。	うち で は まだ <b>すとーぶ</b> を つかって います	We still use a heating stove at my house.	ストーブ	うちではまだ<b>ストーブ</b>を 使[つか]っています。	うちではまだ<b>（　）</b>を 使[つか]っています。
1469	740	1058	1481	1493	1681	JLPT2	停車	ていしゃ	stoppage	Verbal Noun	この電車は東京まで<b>停車</b>致しません。	この でんしゃ は とうきょう まで <b>ていしゃ</b> いたしません	This train won't stop until Tokyo.	停車[ていしゃ]	この 電車[でんしゃ]は 東京[とうきょう]まで<b> 停車[ていしゃ]</b> 致[いた]しません。	この 電車[でんしゃ]は 東京[とうきょう]まで<b>（　）</b> 致[いた]しません。
1470	1042	1043	1756	1768	1662	JLPT4	鳴く	なく	cry, chirp, meow	Verb	どこかでネコが<b>鳴いている</b>。	どこか で ねこ が <b>ないて いる</b>	A cat is meowing somewhere.	鳴[な]く	どこかでネコが<b> 鳴[な]いている</b>。	どこかでネコが<b>（　）</b>。
1471	0	157	1159	1176	543	JLPT3	ガソリンスタンド	ガソリンスタンド	gas station	Noun	この近くに<b>ガソリンスタンド</b>はありますか。	この ちかく に <b>がそりんすたんど</b> は あります か	Is there a gas station nearby?	ガソリンスタンド	この 近[ちか]くに<b>ガソリンスタンド</b>はありますか。	この 近[ちか]くに<b>（　）</b>はありますか。
1472	787	788	1534	1546	1410	JLPT2	片道	かたみち	one way	Noun	東京まで<b>片道</b>切符を買った。	とうきょう まで <b>かたみち</b> きっぷ を かった	I bought a one-way ticket to Tokyo.	片道[かたみち]	東京[とうきょう]まで<b> 片道[かたみち]</b> 切符[きっぷ]を 買[か]った。	東京[とうきょう]まで<b>（　）</b> 切符[きっぷ]を 買[か]った。
1473	111	570	505	569	1194	JLPT4	今朝	けさ	this morning	Noun	<b>今朝</b>から頭が痛い。	<b>けさ</b> から あたま が いたい	I've had a headache since this morning.	今朝[けさ]	<b> 今朝[けさ]</b>から 頭[あたま]が 痛[いた]い。	<b>（　）</b>から 頭[あたま]が 痛[いた]い。
1474	234	235	720	784	628	JLPT4	交番	こうばん	police box	Noun	あそこの<b>交番</b>で道を聞きましょう。	あそこ の <b>こうばん</b> で みち を ききましょう	Let's ask for directions at that police box.	交番[こうばん]	あそこの<b> 交番[こうばん]</b>で 道[みち]を 聞[き]きましょう。	あそこの<b>（　）</b>で 道[みち]を 聞[き]きましょう。
1475	36	60	369	433	424	JLPT2	大分	だいぶ	very, greatly	Adverb	<b>大分</b>ピアノが上手くなりました。	<b>だいぶ</b> ぴあの が うまく なりました	You've gotten pretty good at the piano.	大分[だいぶ]	<b> 大分[だいぶ]</b>ピアノが 上手[うま]くなりました。	<b>（　）</b>ピアノが 上手[うま]くなりました。
1476	1747	1748	3055	1953	1932	JLPT2	梅雨	つゆ	rainy season	Noun	<b>梅雨</b>は6月頃です。	<b>つゆ</b> は ろくがつごろ です	The rainy season comes around June.	梅雨[つゆ]	<b> 梅雨[つゆ]</b>は 6月頃[ろくがつごろ]です。	<b>（　）</b>は 6月頃[ろくがつごろ]です。
1477	0	508	1164	1181	1118	JLPT2	デート	デート	date	Verbal Noun	<b>デート</b>で遊園地に行きました。	<b>でーと</b> で ゆうえんち に いきました	I went on a date to an amusement park.	デート	<b>デート</b>で 遊園地[ゆうえんち]に 行[い]きました。	<b>（　）</b>で 遊園地[ゆうえんち]に 行[い]きました。
1478	0	99	1168	1186	459	JLPT0	ふすま	ふすま	sliding door, fusuma	Noun	<b>ふすま</b>を閉めてください。	<b>ふすま</b> を しめて ください	Please close the sliding door.	ふすま	<b>ふすま</b>を 閉[し]めてください。	<b>（　）</b>を 閉[し]めてください。
1479	406	407	1098	1110	852	JLPT2	真っ直ぐ	まっすぐ	dead straight, honestly	Adverb	この道を<b>真っ直ぐ</b>行ってください。	この みち を <b>まっすぐ</b> いって ください	Please go straight along this road.	真[ま]っ 直[す]ぐ	この 道[みち]を<b> 真[ま]っ 直[す]ぐ</b> 行[い]ってください。	この 道[みち]を<b>（　）</b> 行[い]ってください。
1480	0	1744	1173	1190	1930	JLPT0	レモン	レモン	lemon	Noun	紅茶に<b>レモン</b>を入れて飲んだ。	こうちゃ に <b>れもん</b> を いれて のんだ	I put lemon in my tea and drank it.	レモン	紅茶[こうちゃ]に<b>レモン</b>を 入[い]れて 飲[の]んだ。	紅茶[こうちゃ]に<b>（　）</b>を 入[い]れて 飲[の]んだ。
1481	363	365	942	1006	770	JLPT4	上着	うわぎ	coat, jacket	Noun	暑いので<b>上着</b>を脱ぎました。	あつい の で <b>うわぎ</b> を ぬぎました	I took my jacket off because it was hot.	上着[うわぎ]	暑[あつ]いので<b> 上着[うわぎ]</b>を 脱[ぬ]ぎました。	暑[あつ]いので<b>（　）</b>を 脱[ぬ]ぎました。
1482	1124	1125	2012	1817	1719	JLPT2	偉い	えらい	great, famous, eminent	Adjective	彼は<b>偉い</b>学者です。	かれ は <b>えらい</b> がくしゃ です	He's a great scholar.	偉[えら]い	彼[かれ]は<b> 偉[えら]い</b> 学者[がくしゃ]です。	彼[かれ]は<b>（　）</b> 学者[がくしゃ]です。
1483	129	441	537	601	1007	JLPT0	書き方	かきかた	how to write, way of writing	Noun	彼はその漢字の<b>書き方</b>が分からない。	かれ は その かんじ の <b>かきかた</b> が わからない	He doesn't know how to write that Chinese character.	書[か]き 方[かた]	彼[かれ]はその 漢字[かんじ]の<b> 書[か]き 方[かた]</b>が 分[わ]からない。	彼[かれ]はその 漢字[かんじ]の<b>（　）</b>が 分[わ]からない。
1484	1257	1258	2038	1843	1761	JLPT2	炊く	たく	cook, boil	Verb	母は毎朝ご飯を<b>炊く</b>。	はは は まいあさ ごはん を <b>たく</b>	My mother cooks rice every morning.	炊[た]く	母[はは]は 毎朝[まいあさ]ご 飯[はん]を<b> 炊[た]く</b>。	母[はは]は 毎朝[まいあさ]ご 飯[はん]を<b>（　）</b>。
1485	0	347	1177	1195	736	JLPT2	チーズ	チーズ	cheese	Noun	<b>チーズ</b>を一切れ食べました。	<b>ちーず</b> を ひときれ たべました	I ate a slice of cheese.	チーズ	<b>チーズ</b>を 一切[ひとき]れ 食[た]べました。	<b>（　）</b>を 一切[ひとき]れ 食[た]べました。
1486	0	1305	1182	1199	1781	JLPT2	ドライブ	ドライブ	drive	Verbal Noun	今日は群馬まで<b>ドライブ</b>しました。	きょう は ぐんま まで <b>どらいぶ</b> しました	I drove to Gunma today.	ドライブ	今日[きょう]は 群馬[ぐんま]まで<b>ドライブ</b>しました。	今日[きょう]は 群馬[ぐんま]まで<b>（　）</b>しました。
1487	1655	1656	3037	1935	1899	JLPT2	踏切	ふみきり	railroad crossing	Noun	その<b>踏切</b>は長い。	その <b>ふみきり</b> は ながい	This railroad crossing has a long signal.	踏切[ふみきり]	その<b> 踏切[ふみきり]</b>は 長[なが]い。	その<b>（　）</b>は 長[なが]い。
1488	0	120	1187	1204	486	JLPT2	ラケット	ラケット	racket	Noun	テニスの<b>ラケット</b>を買いました。	てにす の <b>らけっと</b> を かいました	I bought a tennis racket.	ラケット	テニスの<b>ラケット</b>を 買[か]いました。	テニスの<b>（　）</b>を 買[か]いました。
1489	808	809	1564	1575	1437	JLPT3	受付	うけつけ	receptionist, information office	Noun	<b>受付</b>は9時からです。	<b>うけつけ</b> は くじ から です	Registration is from nine o'clock.	受付[うけつけ]	<b> 受付[うけつけ]</b>は 9時[くじ]からです。	<b>（　）</b>は 9時[くじ]からです。
1490	880	1772	1624	1636	1937	JLPT3	怒る	おこる	get angry, scold	Verb	彼女が嘘をついたので、彼は<b>怒った</b>。	かのじょ が うそ を ついた の で かれ は <b>おこった</b>	He was angry because she lied to him.	怒[おこ]る	彼女[かのじょ]が 嘘[うそ]をついたので、 彼[かれ]は<b> 怒[おこ]った</b>。	彼女[かのじょ]が 嘘[うそ]をついたので、 彼[かれ]は<b>（　）</b>。
1491	1252	1253	2036	1841	1759	JLPT2	化粧	けしょう	make up, put on makeup	Verbal Noun	彼女は<b>化粧</b>が上手い。	かのじょ は <b>けしょう</b> が うまい	She's very good with makeup.	化粧[けしょう]	彼女[かのじょ]は<b> 化粧[けしょう]</b>が 上手[うま]い。	彼女[かのじょ]は<b>（　）</b>が 上手[うま]い。
1492	1188	1189	2022	1827	1739	JLPT0	寿司	すし	sushi	Noun	彼女は<b>寿司</b>を初めて食べました。	かのじょ は <b>すし</b> を はじめて たべました 。	She ate sushi for the first time.	寿司[すし]	彼女[かのじょ]は<b> 寿司[すし]</b>を 初[はじ]めて 食[た]べました。	彼女[かのじょ]は<b>（　）</b>を 初[はじ]めて 食[た]べました。
1493	0	441	1191	1208	1008	JLPT2	スチュワーデス	スチュワーデス	flight attendant	Noun	彼女は<b>スチュワーデス</b>になった。	かのじょ は <b>すちゅわーです</b> に なった	She's become a flight attendant.	スチュワーデス	彼女[かのじょ]は<b>スチュワーデス</b>になった。	彼女[かのじょ]は<b>（　）</b>になった。
1494	248	249	738	802	643	JLPT3	都合	つごう	circumstances	Noun	今日は<b>都合</b>が悪くて行けません。	きょう は <b>つごう</b> が わるくて いけません	I can't go today because it's not convenient for me.	都合[つごう]	今日[きょう]は<b> 都合[つごう]</b>が 悪[わる]くて 行[い]けません。	今日[きょう]は<b>（　）</b>が 悪[わる]くて 行[い]けません。
1495	0	1044	1196	1213	1665	JLPT4	テープレコーダー	テープレコーダー	tape recorder, cassette recorder	Noun	<b>テープレコーダー</b>で自分の声を録音しました。	<b>てーぷれこーだー</b> で じぶん の こえ を ろくおん しました	I recorded my voice on the tape recorder.	テープレコーダー	<b>テープレコーダー</b>で 自分[じぶん]の 声[こえ]を 録音[ろくおん]しました。	<b>（　）</b>で 自分[じぶん]の 声[こえ]を 録音[ろくおん]しました。
1496	0	427	1200	1217	894	JLPT3	ひげ	ひげ	moustache, beard	Noun	父は<b>ひげ</b>をはやしています。	ちち は <b>ひげ</b> を はやして います	My father's growing a beard.	ひげ	父[ちち]は<b>ひげ</b>をはやしています。	父[ちち]は<b>（　）</b>をはやしています。
1497	1138	1139	2016	1821	1726	JLPT4	本棚	ほんだな	bookshelf	Noun	これはとても大きな<b>本棚</b>ですね。	これ は とても おおき な <b>ほんだな</b> です ね	This is a very big bookcase.	本棚[ほんだな]	これはとても 大[おお]きな<b> 本棚[ほんだな]</b>ですね。	これはとても 大[おお]きな<b>（　）</b>ですね。
1498	400	401	1086	1098	840	JLPT2	真っ暗	まっくら	pitch-dark	Adjectival Noun	外は<b>真っ暗</b>です。	そと は <b>まっくら</b> です	It's pitch-dark outside.	真[ま]っ 暗[くら]	外[そと]は<b> 真[ま]っ 暗[くら]</b>です。	外[そと]は<b>（　）</b>です。
1499	1213	1726	2025	1830	1922	JLPT3	沸く	わく	boil, be excited	Verb	お風呂が<b>沸きました</b>。	お ふろ が <b>わきました</b>。	The bath is ready.	沸[わ]く	お 風呂[ふろ]が<b> 沸[わ]きました</b>。	お 風呂[ふろ]が<b>（　）</b>。
1500	346	407	897	961	853	JLPT2	売り切れる	うりきれる	be sold out, go out of stock	Verb	その本は直ぐ<b>売り切れた</b>。	その ほん は すぐ <b>うりきれた</b>	The book sold out quickly.	売[う]り 切[き]れる	その 本[ほん]は 直[す]ぐ<b> 売[う]り 切[き]れた</b>。	その 本[ほん]は 直[す]ぐ<b>（　）</b>。
1501	280	1363	806	870	1809	JLPT3	押し入れ	おしいれ	closet	Noun	布団を<b>押し入れ</b>にしまいました。	ふとん を <b>おしいれ</b> に しまいました	I put my futon in the closet.	押[お]し 入[い]れ	布団[ふとん]を<b> 押[お]し 入[い]れ</b>にしまいました。	布団[ふとん]を<b>（　）</b>にしまいました。
1502	572	573	1331	1343	1198	JLPT2	革	かわ	leather	Noun	<b>革</b>のベルトを買いました。	<b>かわ</b> の べると を かいました	I bought a leather belt.	革[かわ]	<b> 革[かわ]</b>のベルトを 買[か]いました。	<b>（　）</b>のベルトを 買[か]いました。
1503	0	783	1205	1222	1402	JLPT2	ぐっすり	ぐっすり	soundly	Adverb	赤ちゃんが<b>ぐっすり</b>寝ている。	あかちゃん が <b>ぐっすり</b> ねて いる	The baby's sleeping soundly.	ぐっすり	赤[あか]ちゃんが<b>ぐっすり</b> 寝[ね]ている。	赤[あか]ちゃんが<b>（　）</b> 寝[ね]ている。
